,text,labels
2566,"Police: ""American Idol"" winner Scotty McCreery victim of home invasion","[0, 1, 0]"
2567,More stars revealed on Lindsay Lohan's famous lovers list,"[0, 1, 0]"
2568,Chairwoman Janet Yellen to deliver Federal Reserve report on monetary policy  ...,"[1, 0, 0]"
2569,NASA Celebrated Earth Day By Making A Giant Global Selfie,"[0, 0, 1]"
2570,Twitter pins growth hopes on emerging markets,"[1, 0, 0]"
2571,"UPDATE 1-Carphone, Dixons profits rise ahead of planned merger","[1, 0, 0]"
2572,6 things you may not know about 'Diagon Alley',"[0, 1, 0]"
2573,Jason Aldean reportedly dating kissing-scandal cohort Brittany Kerr,"[0, 1, 0]"
2574,"Samsung unveils 'Simband' wristband to measure health, fitness","[0, 0, 1]"
2575,Walmart Is Going Organic with Wild Oats,"[1, 0, 0]"
2576,GM asks Chevrolet dealers to stop sales of 2013-14 Chevy Cruzes due to airbag  ...,"[0, 0, 1]"
2577,"Love gesture unmasks XSS vulnerability, Twitter's stale Web security","[0, 0, 1]"
2578,SC DMV Tells 16-Year-Old To 'Take Off (His) Makeup',"[0, 0, 1]"
2579,Removing ads from a Kindle Fire,"[0, 0, 1]"
2580,What Your Favorite Real Housewives Of New York City Cast Member Says  ...,"[0, 1, 0]"
2581,Putin signs giant gas deal with Chinese to defy West,"[1, 0, 0]"
2582,Tom Hanks Dances to Montell Jordan “Dressed Like a Rabbi” [VIDEO],"[0, 1, 0]"
2583,Utah teen's artwork in the running for Google's Doodle,"[0, 0, 1]"
2584,Fed announces further cut in monthly bond purchases,"[1, 0, 0]"
2585,World shares hover near record high,"[1, 0, 0]"
2586,Rolls-Royce to return £1bn to shareholders,"[1, 0, 0]"
2587,Selena Gomez - Selena Gomez' grandmother is worried about her,"[0, 1, 0]"
2588,Gal Gadot Moves On From Batman V. Superman: Dawn Of Justice To Triple Nine?,"[0, 1, 0]"
2589,GIANT FLESH-EATING HELL CHICKENS once roamed North Dakota,"[0, 0, 1]"
2590,Mortgage Rates Thursday: Citi Mortgage Apr 17,"[1, 0, 0]"
2591,Dov Hates Dust: When the CEO Comes to Town,"[1, 0, 0]"
2592,Why Credit Suisse (CS) Stock Is Lower Today,"[1, 0, 0]"
2593,Perez Recommends,"[0, 1, 0]"
2594,SpaceX to deliver station supplies on Easter morning,"[0, 0, 1]"
2595,Watch the World Deteriorate in New Dawn of the Planet of the Apes Promos,"[0, 1, 0]"
2596,Miley Cyrus' tour bus catches fire on interstate; concert on as scheduled,"[0, 1, 0]"
2597,Kim Kardashian and Kanye West are married,"[0, 1, 0]"
2598,The Voice USA 2014 Spoilers: Christina Grimmie vs Sam Behymer (VIDEO),"[0, 1, 0]"
2599,"Japan raises sales tax, balancing debt, growth as 'Abenomics' recovery falters","[1, 0, 0]"
2600,"UPDATE 1-Facebook to use satellites, drones to spread the Internet","[0, 0, 1]"
2601,"The ""Orange Is The New Black"" Season 2 Trailer Is Here!","[0, 1, 0]"
2602,'Guardians Of The Galaxy' Getting Animated Series,"[0, 1, 0]"
2603,Whiting Petroleum To Buy Kodiak Oil & Gas In $6 Bln Deal,"[1, 0, 0]"
2604,ZeniMax Files Suit Against Oculus VR,"[0, 0, 1]"
2605,Keira makes singing debut,"[0, 1, 0]"
2606,TweetDeck vulnerability could have been much worse The whole thing started  ...,"[0, 0, 1]"
2607,Eurozone periphery showing positive signs as Fitch ups Portugal outlook,"[1, 0, 0]"
2608,Game of Thrones draws 7.1 mn viewers for blood-filled finale,"[0, 1, 0]"
2609,General Mills withdraws new policy limiting consumers' right to sue,"[1, 0, 0]"
2610,Arnold Schwarzenegger Explains His Character In Terminator: Genesis,"[0, 1, 0]"
2611,Ming Dynasty 'chicken cup' sold for record $36M - NBC29 WVIR Charlottesville  ...,"[0, 1, 0]"
2612,iPhone 5c – A Colorful Phone Perfect For You,"[0, 0, 1]"
2613,Bill to require mandatory kill-switch feature in cellphones passes Senate,"[0, 0, 1]"
2614,Nokia names Rajeev Suri as its new CEO,"[1, 0, 0]"
2615,The $45 Billion Comcast-TWC Deal in 60 Seconds,"[1, 0, 0]"
2616,Movie Review: “Noah”,"[0, 1, 0]"
2617,Riptide GP2 Update Change Log Confirms That Android TV Is Here,"[0, 0, 1]"
2618,HTC 'Volantis' aka Nexus 9 tablet surfaces ahead of Google I/O,"[0, 0, 1]"
2619,Obama's mom named his sister after Maya Angelou,"[0, 1, 0]"
2620,Sherlock 2015 Christmas special on the cards: Martin Freeman,"[0, 1, 0]"
2621,Bitcoin threatened by mining pool,"[1, 0, 0]"
2622,Unintended consequences: a not-so random walk down Wall Street,"[1, 0, 0]"
2623,Tumblr's mobile apps get full customization options,"[0, 0, 1]"
2624,Twitter's Gift for Users,"[0, 0, 1]"
2625,Lindsay Lohan Sues GTA 5 Makers Over 'Stolen Likeness',"[0, 1, 0]"
2626,Microsoft Announces Office For IPad [VIDEO],"[1, 0, 0]"
2627,Rates on 30-year mortgages down from last year,"[1, 0, 0]"
2628,Kit Harington: GoT owns my hair,"[0, 1, 0]"
2629,Fannie And Freddie Reform--The Right Way,"[1, 0, 0]"
2630,Muscle cars out in force at New York auto show,"[0, 0, 1]"
2631,"Moto X+1 Price, Specifications, Colors, Release Date and Image Leaked","[0, 0, 1]"
2632,Unemployment rates drop in 43 US states in January,"[1, 0, 0]"
2633,Google Removes Select Search Results in Compliance With EU Court Ruling,"[0, 0, 1]"
2634,Why Dropping Kinect Doesn't Help Microsoft's Attitude Problem,"[0, 0, 1]"
2635,Walking bichir fish may reveal how vertebrates moved onto land,"[0, 0, 1]"
2636,Dead But Not Yet Buried,"[0, 1, 0]"
2637,Apple and IBM team up for enterprise software cooperation,"[0, 0, 1]"
2638,"Fitbit update details HTC One (M8) integration, widget and more","[0, 0, 1]"
2639,Of course Samsung isn't content with simply dodging a massive bullet,"[0, 0, 1]"
2640,Why Justin Bieber's Attempted Cell Phone Robbery Investigation Was Dropped,"[0, 1, 0]"
2641,Watch: Jenny Lewis jams with famous gal pals in 'Just One of the Guys',"[0, 1, 0]"
2642,Updated: eBay asks users to change passwords after cyberattack,"[0, 0, 1]"
2643,"What's Haunting Hewlett-Packard? Outsourcing, Bad Acquisitions, and Lack of  ...","[1, 0, 0]"
2644,HTC One M8 appears in 14-minute video leak,"[0, 0, 1]"
2645,Public turns in approximately 200 pounds of fireworks to avoid citation,"[0, 1, 0]"
2646,Davis: Wahlberg steps into Transformers role,"[0, 1, 0]"
2647,ABC Evening News Anchor Diane Sawyer Replaced,"[0, 1, 0]"
2648,"Malaysia Airlines found, missing flight MH370 video is Facebook scam","[1, 0, 0]"
2649,Review: 'Fargo' - 'The Rooster Prince',"[0, 1, 0]"
2650,WSOP 2014: Bryn Kenney with all the Chips!,"[0, 1, 0]"
2651,US Fiscal Authorities Recognize Bitcoin. Bitcoin Will Be Taxed,"[1, 0, 0]"
2652,UPDATED: Stocks edge higher on better manufacturing report,"[1, 0, 0]"
2653,Aereo Loses Internet TV Fight,"[0, 0, 1]"
2654,Cabinet to mull bitcoin regulation 'if necessary',"[1, 0, 0]"
2655,"Samaras Says The End (Of Crisis) Is Near, But Skeptics Abound","[1, 0, 0]"
2656,TECH STOCKS: Techs Tumble; Investor Warns Of 'big Pause',"[1, 0, 0]"
2657,Whitney Houston movie in pipeline,"[0, 1, 0]"
2658,Justin Bieber Goes Public With Yovanna Karen Aquino Ventura,"[0, 1, 0]"
2659,Apple Wants To Refund Parents For All Those Smurfberries,"[0, 0, 1]"
2660,Pharrell: I value fans and crew,"[0, 1, 0]"
2661,"Samsung Galaxy Ace Style unveiled, packs Android 4.4 KitKat and 4” screen","[0, 0, 1]"
2662,New Destiny Information To Come Out At E3 As Bungie Shows Off Game Locations,"[0, 0, 1]"
2663,Sebastian Bach: 'I Understand Why Gene Simmons Doesn't Work With Ace  ...,"[0, 1, 0]"
2664,Apple Unveils New iOS 8 SDK and Programming Language,"[0, 0, 1]"
2665,New York prosecutor probes high-speed trading: source,"[1, 0, 0]"
2666,Samsung may unveil 'watch-phone' as early as June: report,"[0, 0, 1]"
2667,Bey and Jay Z's 'tour tensions',"[0, 1, 0]"
2668,Georgia officials discourage drunk boating,"[0, 0, 1]"
2669,YouTube to acquire videogame streaming service Twitch for over $1 billion,"[0, 0, 1]"
2670,"Paul Horn, father of new age music, dies aged 84","[0, 1, 0]"
2671,HTC One M8 Review Roundup: The Results Are in--Could This Be the Best  ...,"[0, 0, 1]"
2672,"Rupee below 60/dollar, but further rise unlikely: analysts","[1, 0, 0]"
2673,FTC: State bans on Tesla's direct sales model are hurting competition,"[0, 0, 1]"
2674,Kellogg Company Named a World's Most Ethical Company,"[1, 0, 0]"
2675,Dancing with the Stars: Which celebrity was sent home?,"[0, 1, 0]"
2676,New Game of Thrones Trailer Dials Up the Incest Factor,"[0, 1, 0]"
2677,"Iceland Lowers Aviation Alert, Volcanic Eruption Report False","[0, 0, 1]"
2678,Ex-Microsoft Employee Charged With Stealing Trade Secrets (1),"[0, 0, 1]"
2679,"Sony Xperia Z2 Shuns US Carriers, Will Retail Exclusively from Sony's Online  ...","[0, 0, 1]"
2680,"SC business notebook, April 12","[1, 0, 0]"
2681,Crisis in Iraq drives up gas prices,"[0, 0, 1]"
2682,Dancing with the Stars Shocker - Fan Favorite Eliminated!,"[0, 1, 0]"
2683,Dropbox brings the popular Mailbox email app to Android and desktop,"[0, 0, 1]"
2684,China HSBC flash PMI at five-month high,"[1, 0, 0]"
2685,"Congress, Feds to Investigate GM Recall","[0, 0, 1]"
2686,Why Best Buy (BBY) Stock Is Up Today,"[1, 0, 0]"
2687,China: A great power Hong Kong can't trust,"[1, 0, 0]"
2688,Netflix (NFLX) Adds $1/Month to Subscription Price for New Members,"[0, 0, 1]"
2689,"Feds to Facebook: Hands Off WhatsApp Data // April 10, 2014","[0, 0, 1]"
2690,OMG! Look at Miley Cyrus,"[0, 1, 0]"
2691,Microsoft Nokia Acquisition To Be Completed On April 25th 2014,"[0, 0, 1]"
2692,Apple says iCloud was not hacked during 'ransomware' attack,"[0, 0, 1]"
2693,"Samsung Galaxy Note 3 – Features, Specifications and Price","[0, 0, 1]"
2694,Students make dean's list at Roane State,"[1, 0, 0]"
2695,"Jenny McCarthy Moving to SiriusXM Radio, Meredith Vieira Not Interested in  ...","[0, 1, 0]"
2696,Target's CEO is out in wake of big security breach (Update),"[1, 0, 0]"
2697,Oil prices surge to year-high on Iraq trouble,"[1, 0, 0]"
2698,"Google I/O places focus on cars, TVs, and wearable technology","[0, 0, 1]"
2699,What's Your Favorite Hilary Duff Single? Vote Now!,"[0, 1, 0]"
2700,Tuesday Evening Business Brief,"[1, 0, 0]"
2701,$5 Billion value for Pinterest,"[1, 0, 0]"
2702,Robert Pattinson 'Homeless' After Kristen Stewart Break Up? [WATCH] Katy  ...,"[0, 1, 0]"
2703,Oprah's tea party,"[0, 1, 0]"
2704,FDA approves electric headband to prevent migraine,"[0, 1, 0]"
2705,Microsoft Fights Order To Disclose E-mail Stored Abroad,"[0, 0, 1]"
2706,"iPhone 6 To Launch With 4.7 Inch Display In September, 5.5 Inch iPhone 6  ...","[0, 0, 1]"
2707,Edward Snowden Says He Would 'Absolutely' Do It Again,"[0, 0, 1]"
2708,"Fairwood Announces 2013/14 Annual Results, Turnover Increased by 5.6% to  ...","[1, 0, 0]"
2709,GSK and Novartis joint pharmaceutical venture,"[1, 0, 0]"
2710,Relook at info indicates MH370 flew faster than previously thought,"[1, 0, 0]"
2711,Lenovo Reports 29 Percent Profit Rise,"[1, 0, 0]"
2712,"Dear Internet, What Do You Think of the All New HTC One M8?","[0, 0, 1]"
2713,State water contractors get 5 percent: What does that really mean?,"[1, 0, 0]"
2714,"Ryan Gosling to Produce, Star in and Direct Busby Berkeley Biopic?","[0, 1, 0]"
2715,"NSA leaker Edward Snowden tells SXSW festival he has no regrets, would do it  ...","[0, 0, 1]"
2716,"BMW, Nissan keen to collaborate with Tesla: Report","[0, 0, 1]"
2717,"The Associated PressApril 28, 2014 Updated 9 minutes ago","[0, 1, 0]"
2718,the 17 Ways You Can Get an Obamacare Extension,"[1, 0, 0]"
2719,"Loonie heads lower as conflict in Iraq intensifies, putting oil supplies at risk","[1, 0, 0]"
2720,Cyrus to resume Bangerz tour in UK,"[0, 1, 0]"
2721,'Everything is awesome' for US video game sales,"[0, 0, 1]"
2722,Allergan Formally Rejects Valeant's $46 Billion Takeover Bid -- Update,"[1, 0, 0]"
2723,Valve's Portal coming to Shield on May 12th,"[0, 0, 1]"
2724,Bill Ackman Talks Partnership With Valeant For Allergan Deal,"[1, 0, 0]"
2725,"2 Reasons Apple, Inc. Stock Is a Buy","[0, 0, 1]"
2726,Guest Post: We Need to Protect An Open Internet. Here's How You Can Help.,"[0, 0, 1]"
2727,Facebook buys Oculus — is Zuck a shopaholic?,"[0, 0, 1]"
2728,The Samsung Gear Fit is just $99 on Amazon right now,"[0, 0, 1]"
2729,TJX Q1 results fail to meet expectations,"[1, 0, 0]"
2730,Mila Kunis - Mila Kunis and Ashton Kutcher wanted kids for 'nearly a year',"[0, 1, 0]"
2731,Paul McCartney cancels Japan tour because of illness,"[0, 1, 0]"
2732,Candy-Coated Easter,"[0, 1, 0]"
2733,Surface Pro 3 unveiled by Microsoft,"[0, 0, 1]"
2734,FTC: COPPA Does Not Preempt State Teen Online Protections,"[0, 0, 1]"
2735,"Non-political April 19, 17:14","[0, 1, 0]"
2736,Blacksburg High grad Kaufman wins 'The Voice',"[0, 1, 0]"
2737,Moody's warns of Hong Kong risk to Chinese banks,"[1, 0, 0]"
2738,Mad Men LIVE RECAP 4/20/14: Season 7 Episode 2 “A Day's Work”,"[0, 1, 0]"
2739,Evil waste of potential,"[0, 1, 0]"
2740,China's Alibaba embarks on US IPO journey,"[0, 0, 1]"
2741,Candace Cameron Bure Dancing With the Stars Cha Cha Cha Video 4/21/14  ...,"[0, 1, 0]"
2742,Justin & Selena Coachella Canoodling,"[0, 1, 0]"
2743,"Paul Walker Fast & Furious 7 scenes may use body double, CGI","[0, 1, 0]"
2744,UK Market Comments,"[1, 0, 0]"
2745,Postal workers' unions protest Staples program,"[1, 0, 0]"
2746,"Olivia Palermo Is Married! Do You Love Her Wedding ""Dress""?","[0, 1, 0]"
2747,Penny Dreadful Cast Dazzles at the NYC Red Carpet Premiere Party (PHOTOS),"[0, 1, 0]"
2748,Williams (WMB) to Acquire Global Infrastructure's Access Midstream (ACMP  ...,"[1, 0, 0]"
2749,Weekend Box Office: Godzilla Crushes All Foes,"[0, 1, 0]"
2750,TWTR News: Sharknado 2 Takes Over Twitter,"[0, 1, 0]"
2751,"Scroll that mentions Jesus' wife is ancient, tests show","[0, 1, 0]"
2752,Asia stocks mostly higher as Fed optimism supports sentiment,"[1, 0, 0]"
2753,"Twitter's 2nd quarter results soar, stock flies high","[1, 0, 0]"
2754,"Twitter COO Ali Rowghani Resigns, Will Stay Onboard as Advisor","[1, 0, 0]"
2755,Inflation down as environment of stability continues,"[1, 0, 0]"
2756,AP Exclusive: Pablo Picasso's 'The Blue Room' from 1901 reveals hidden  ...,"[0, 1, 0]"
2757,"American Airlines, US Airways Remove Fares From Orbitz Amid Booking Fee Feud","[1, 0, 0]"
2758,AT&T Inc. (NYSE:T) Sings Off On $48.5B Deal To Buy DIRECTV (NASDAQ:DTV),"[1, 0, 0]"
2759,Two midstate Michaels stores among those affected by security breach,"[1, 0, 0]"
2760,Smith & Wesson gun sales down,"[1, 0, 0]"
2761,10 things you probably didn't know about celebrity Casey Kasem,"[0, 1, 0]"
2762,Samsung reveals Simband and Sami health platform,"[0, 0, 1]"
2763,Review: Family is greatest strength of 'Heaven Is for Real',"[0, 1, 0]"
2764,Google Transparency Report: US Made More Requests For User Data Than  ...,"[0, 0, 1]"
2765,"Gold Stays Above $1300 As Focus Shifts To Fed, Jobs","[1, 0, 0]"
2766,Klout Has Been Acquired By Lithium Technologies For $200 Million [Report],"[1, 0, 0]"
2767,"'Full House' reunion probably wouldn't have complete original cast, Bob Saget  ...","[0, 1, 0]"
2768,How to see the next Eta Aquarid meteor shower,"[0, 0, 1]"
2769,Fruit Flies Evade Enemies like Fighter Jet,"[0, 0, 1]"
2770,NASA rehearses for Mars,"[0, 0, 1]"
2771,Rick Bites Back in Fourth Season Finale of “The Walking Dead”,"[0, 1, 0]"
2772,Intuit to Buy Bill-Payment Service -- Update,"[1, 0, 0]"
2773,Viral video: 20 strangers asked to kiss for the first time,"[0, 1, 0]"
2774,Great recession almost over says thinktank -live,"[1, 0, 0]"
2775,Microsoft's relationship with Android: 'It's complicated',"[0, 0, 1]"
2776,"VIDEO PREMIERE: Maroon 5 Is Back On The Map With Their New Single, ""Maps""","[0, 1, 0]"
2777,Mercedes recalls 252867 C-Class sedans over taillight problem,"[0, 0, 1]"
2778,"AT&T is buying DirecTV for power, not money, say experts","[0, 0, 1]"
2779,Lyrid meteor shower peaks tonight,"[0, 0, 1]"
2780,"GoPro wants to be a media company, but doesn't know how to make money with  ...","[1, 0, 0]"
2781,LG's new G3 smartphone features ultra-sharp screen,"[0, 0, 1]"
2782,"China's JD.com IPO raises $1.78 billion, augurs well for Alibaba","[1, 0, 0]"
2783,Facebook apologises for 'any anxiety' caused by social research,"[0, 0, 1]"
2784,HTC One M8: 'stereo' cameras on a stellar smartphone,"[0, 0, 1]"
2785,Herbalife Comments on New York Times Report Exposing Pershing Square's  ...,"[1, 0, 0]"
2786,Germany's RWE begins natural gas deliveries to Ukraine,"[1, 0, 0]"
2787,"NVIDIA's next-generation GPU is called Pascal, and it's smaller, faster and more  ...","[0, 0, 1]"
2788,"Google Self-Driving Cars: City Streets Now Supported, Find Out Which Cities  ...","[0, 0, 1]"
2789,Washington state residents rail against oil shipments,"[1, 0, 0]"
2790,Gohma 1.0 for LG G Watch : The first Android Wear custom ROM,"[0, 0, 1]"
2791,AT&T in Talks to Buy DirecTV for $50bn as US PayTV Market Consolidates,"[1, 0, 0]"
2792,WWE Money in the Bank 2014 match card previews: Featuring ladder matches  ...,"[1, 0, 0]"
2793,Harrison Ford injury halts Star Wars filming,"[0, 1, 0]"
2794,Nest's Smart Thermostat Is Now Available to Buy in the UK,"[0, 0, 1]"
2795,Top 10 Solar Utilities Ranking Released Today,"[1, 0, 0]"
2796,"Xbox One July update to add Snap Mode for Achievements, spoken language  ...","[0, 0, 1]"
2797,"WATCH: Two Chimps Watch 'Planet Of The Apes,' Proceed To Take Over The  ...","[0, 1, 0]"
2798,"Unlike Facebook, OkCupid shamelessly experiments on us","[0, 0, 1]"
2799,"Photos, Video: Farewell, Metro-North's Bar Cars","[1, 0, 0]"
2800,"Mila Kunis thanks Channing Tatum for ""literally"" saving her life","[0, 1, 0]"
2801,Jimmy Haslam's Company to Pay $92 Million Fine After Deal with US Government,"[1, 0, 0]"
2802,Google I/O 2014 protesters: what was it all about?,"[0, 0, 1]"
2803,Microsoft Office For iPad Available For Free Now,"[1, 0, 0]"
2804,Goldman Sachs shareholders back pay plan for top executives,"[1, 0, 0]"
2805,Billionaire Ex-Wife Gets $4.5 Billion In 'Most Expensive Divorce In History',"[1, 0, 0]"
2806,ANA gets first Boeing 787-9,"[1, 0, 0]"
2807,"Facebook tests ""buy"" button","[0, 0, 1]"
2808,NTSB: Asian plane crash due to pilot mismanagement - WFSB 3 Connecticut,"[1, 0, 0]"
2809,Five reasons why Apple has bought headphone company Beats (by Dr Dre),"[0, 0, 1]"
2810,Weighing The Week Ahead: Economic Fireworks?,"[1, 0, 0]"
2811,Colin Firth in 'conscious uncoupling' from Paddington Bear film,"[0, 1, 0]"
2812,TV Ratings: FX's 'Fargo' Delivers a Strong Premiere Night,"[0, 1, 0]"
2813,Angelina Jolie is made an honorary dame as Queen Elizabeth II recognizes her  ...,"[0, 1, 0]"
2814,Minecraft Oculus Rift cancelled because Notch 'will not work with Facebook',"[0, 0, 1]"
2815,Tupac Shakur Broadway musical 'Holler if Ya Hear Me' is being canceled,"[0, 1, 0]"
2816,Microsoft releases Siri-like tool in China,"[0, 0, 1]"
2817,Zac Efron's bodyguard claims the actor saved his life when he stepped in to  ...,"[0, 1, 0]"
2818,Nokia-Microsoft deal to be completed this Friday,"[0, 0, 1]"
2819,Human-Caused Global Warming may be Irreversible,"[0, 0, 1]"
2820,Caterpillar Sells 50-Year Bonds,"[1, 0, 0]"
2821,"Heartbleed bug update: BlackBerry promises fix, Android users kept waiting","[0, 0, 1]"
2822,"To celebrate Twitter's 8th Birthday – here are our fave, first celebrity tweets!","[0, 0, 1]"
2823,Xbox One sales counting on Titanfall,"[0, 0, 1]"
2824,The Take: Spurs are toast of the town and Medtronic to renounce U.S. status,"[1, 0, 0]"
